,location,price,entered,updated,views,link
757,"Boyne House, Ifsc, Dublin 1, Dublin City Centre",1695.0,"Jul 22, 2020",26.07.2020,150,http://www.daft.ie/dublin/apartments-for-rent/ifsc/boyne-house-ifsc-dublin-2053158/
758,"College Gate, Townsend St, Dublin 2, Dublin City Centre",1699.0,"Jul 03, 2020",25.07.2020,266,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-st-dublin-2-dublin-2047009/
759,"Vantage, Central Park, Leopardstown, Dublin 18",,,21.07.2020,9622,http://www.daft.ie/dublin/multi-units-for-rent/central-park-leopardstown-dublin-178465/
760,"St. Edmunds, St Edmunds, Lucan, Co. Dublin",,,22.07.2020,14706,http://www.daft.ie/dublin/multi-units-for-rent/st-edmunds-lucan-dublin-178636/
761,"Auburn Park, Auburn Avenue, Castleknock, Dublin 15",,,17.07.2020,4633,http://www.daft.ie/dublin/multi-units-for-rent/auburn-avenue-castleknock-dublin-183414/
762,"Hanbury Mews, Hanbury Lane, Dublin 8",,,25.07.2020,18076,http://www.daft.ie/dublin/multi-units-for-rent/hanbury-lane-dublin-8-dublin-174545/
763,"Elmfield Apartments, Ballyogan Road, Leopardstown, Dublin 18",,,23.07.2020,12560,http://www.daft.ie/dublin/multi-units-for-rent/ballyogan-road-leopardstown-dublin-178477/
764,"Island Key, East Road, Dublin 3",,,24.07.2020,7000,http://www.daft.ie/dublin/multi-units-for-rent/east-road-dublin-3-dublin-181657/
766,"Apartment 4, The Old Distillery, Dublin 7, North Dublin City",1700.0,,24.07.2020,1772,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-4-the-old-distillery-dublin-7-dublin-2043170/
767,"The Rectory, Stepaside, Dublin 18, South Co. Dublin",1700.0,"May 15, 2020",26.07.2020,178,http://www.daft.ie/dublin/apartments-for-rent/stepaside/the-rectory-stepaside-dublin-2030259/
768,"Scribblestown Avenue, Finglas, Dublin 11, North Dublin City",1700.0,"Jul 06, 2020",24.07.2020,3104,http://www.daft.ie/dublin/houses-for-rent/finglas/scribblestown-avenue-finglas-dublin-2047559/
769,"Apartment 4, 126 Lower Baggot St, Dublin 2., Dublin 2, Dublin City Centre",1700.0,"Jul 22, 2020",25.07.2020,180,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-4-126-lower-baggot-st-dublin-2-dublin-2-dublin-2053177/
770,"17 Rialto Street, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",24.07.2020,2156,http://www.daft.ie/dublin/houses-for-rent/dublin-8/17-rialto-street-dublin-8-dublin-2046068/
771,"Oatfield Avenue, Clondalkin, Clondalkin, Dublin 22, West Co. Dublin",1700.0,,24.07.2020,1416,http://www.daft.ie/dublin/houses-for-rent/clondalkin/oatfield-avenue-clondalkin-clondalkin-dublin-2051647/
772,"Apartment 167, Aras Na Cluaine, Clondalkin, Dublin, Clondalkin, Dublin 22, West Co. Dublin",1700.0,"Jul 25, 2020",25.07.2020,117,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/apartment-167-aras-na-cluaine-clondalkin-dublin-clondalkin-dublin-2054139/
773,"City Gate, Dublin 8, South Dublin City",1700.0,"Jun 10, 2020",22.07.2020,690,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/city-gate-dublin-8-dublin-2038525/
774,"Exchange Hall, The Exchange, Tallaght, Dublin 24, South Co. Dublin",1700.0,"Jul 21, 2020",26.07.2020,215,http://www.daft.ie/dublin/apartments-for-rent/tallaght/exchange-hall-the-exchange-tallaght-dublin-2052669/
775,"Howth Road, Clontarf, Dublin 3, North Dublin City",1700.0,,24.07.2020,3072,http://www.daft.ie/dublin/apartments-for-rent/clontarf/howth-road-clontarf-dublin-2021845/
776,"230 South Circular Rd, South Circular Road, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",24.07.2020,707,http://www.daft.ie/dublin/apartments-for-rent/south-circular-road/230-south-circular-rd-south-circular-road-dublin-2046141/
777,"Radcliff, Sutton, Dublin 13, North Dublin City",1700.0,,24.07.2020,254,http://www.daft.ie/dublin/apartments-for-rent/sutton/radcliff-sutton-dublin-2051755/
778,"3 Capel Street, Dublin 1, Dublin City Centre",1700.0,"Jun 11, 2020",24.07.2020,708,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/3-capel-street-dublin-1-dublin-2039038/
779,"Blackhall Place, Stoneybatter, Dublin 7, Stoneybatter, Dublin 7, North Dublin City",1700.0,"Jul 17, 2020",24.07.2020,484,http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/blackhall-place-stoneybatter-dublin-7-stoneybatter-dublin-2051589/
780,"Northcliff, Chapelizod, Dublin 20, Chapelizod, Dublin 20, West Co. Dublin",1700.0,"Jul 25, 2020",25.07.2020,228,http://www.daft.ie/dublin/apartments-for-rent/chapelizod/northcliff-chapelizod-dublin-20-chapelizod-dublin-2054065/
781,"Apartment, Marlborough Court, Dublin 1, Dublin City Centre",1700.0,"Jul 10, 2020",21.07.2020,272,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/marlborough-court-dublin-1-dublin-2049194/
782,"16 Fitzwilliam Court, Winton Road, Ranelagh, Dublin 6, South Dublin City",1700.0,"Jul 22, 2020",22.07.2020,510,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/16-fitzwilliam-court-winton-road-ranelagh-dublin-2053127/
796,"Morden &Amp; Bright &Amp; Spacious Apartment, Smithfield Gate, Dublin 7, North Dublin City",1700.0,"Jun 25, 2020",21.07.2020,813,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/morden-bright-spacious-apartment-smithfield-gate-dublin-7-dublin-2043939/
797,"Hammond Street, Blackpitts, Dublin 8, South Dublin City",1700.0,"Apr 24, 2020",21.07.2020,1830,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/hammond-street-blackpitts-dublin-8-dublin-2024325/
798,"26 A Offington Park, Sutton, Dublin 13, North Dublin City",1700.0,"Jul 17, 2020",23.07.2020,986,http://www.daft.ie/dublin/houses-for-rent/sutton/26-a-offington-park-sutton-dublin-2051850/
799,"Clanree Road, Donnycarney, Dublin 5, North Dublin City",1700.0,"Jul 22, 2020",25.07.2020,803,http://www.daft.ie/dublin/houses-for-rent/donnycarney/clanree-road-donnycarney-dublin-2053067/
800,"Apartment 40, Cross Guns Quay, Phibsborough, Dublin 7, North Dublin City",1700.0,"Jul 14, 2020",22.07.2020,1504,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/apartment-40-cross-guns-quay-phibsborough-dublin-2050536/
801,"1 Woodfarm Cottages, Lucan Road Old, Palmerstown, Dublin 20, West Co. Dublin",1700.0,,24.07.2020,164,http://www.daft.ie/dublin/apartments-for-rent/palmerstown/woodfarm-cottages-lucan-road-old-palmerstown-dublin-2052419/
802,"Applewood Main Street, Swords, North Co. Dublin",1700.0,"Jan 20, 2020",25.07.2020,1288,http://www.daft.ie/dublin/apartments-for-rent/swords/applewood-main-street-swords-dublin-1999356/
803,"38 Rialto Court, Rialto, Dublin 8, South Dublin City",1700.0,,24.07.2020,550,http://www.daft.ie/dublin/apartments-for-rent/rialto/38-rialto-court-rialto-dublin-2049181/
804,"Apartment, College View, Ballymun, Dublin 9, North Dublin City",1700.0,"Jul 22, 2020",22.07.2020,153,http://www.daft.ie/dublin/apartments-for-rent/ballymun/apartment-college-view-ballymun-dublin-2053103/
805,"Block B, Smithfield Market, Dublin 7, Smithfield, Dublin 1, Dublin City Centre",1700.0,"Jul 10, 2020",24.07.2020,490,http://www.daft.ie/dublin/apartments-for-rent/smithfield/block-b-smithfield-market-dublin-7-smithfield-dublin-2049324/
806,"South Circular Road, Portobello, Dublin 8, South Dublin City",1700.0,"Jul 15, 2020",24.07.2020,386,http://www.daft.ie/dublin/apartments-for-rent/portobello/south-circular-road-portobello-dublin-2050894/
807,"Beechdale Court, Firhouse, Dublin 24, South Dublin City",1700.0,"Jul 23, 2020",23.07.2020,406,http://www.daft.ie/dublin/apartments-for-rent/firhouse/beechdale-court-firhouse-dublin-2053656/
808,"Lanesborough Square, Finglas, Dublin 11, North Dublin City",1700.0,"Jul 06, 2020",24.07.2020,2534,http://www.daft.ie/dublin/houses-for-rent/finglas/lanesborough-square-finglas-dublin-2047564/
809,"Carrickhill Rise, Portmarnock, North Co. Dublin",1700.0,"Jul 22, 2020",24.07.2020,469,http://www.daft.ie/dublin/apartments-for-rent/portmarnock/carrickhill-rise-portmarnock-dublin-2053194/
810,"Rialto Court, Rialto, Dublin 8, South Dublin City",1700.0,,24.07.2020,3023,http://www.daft.ie/dublin/apartments-for-rent/rialto/rialto-court-rialto-dublin-2019636/
811,"27 Tyrconnel Grove, Inchicore, Dublin 8, South Dublin City",1700.0,"Jul 26, 2020",26.07.2020,2,http://www.daft.ie/dublin/apartments-for-rent/inchicore/27-tyrconnel-grove-inchicore-dublin-2054153/
812,"Apartment 59 Block D Smithfield Village, Smithfield, Dublin 7, Dublin City Centre",1700.0,"Jul 12, 2020",26.07.2020,489,http://www.daft.ie/dublin/apartments-for-rent/smithfield/apartment-59-block-d-smithfield-village-smithfield-dublin-2049798/
813,"The Lighthouse Apartments, Eastwall, Dublin 3, North Dublin City",1700.0,,24.07.2020,329,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/the-lighthouse-apartments-eastwall-dublin-3-dublin-2050928/
814,"Block 2, Custom Hall, Dublin 1, Dublin City Centre",1700.0,,24.07.2020,369,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/block-2-custom-hall-dublin-1-dublin-2047763/
815,"67 Seapark, Mount Prospect Avenue, Clontarf, Dublin 3, North Dublin City",1700.0,,21.07.2020,4250,http://www.daft.ie/dublin/apartments-for-rent/clontarf/67-seapark-mount-prospect-avenue-clontarf-dublin-2023114/
816,"68 South Circular Rd, South Circular Road, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",24.07.2020,1146,http://www.daft.ie/dublin/flats-for-rent/south-circular-road/68-south-circular-rd-south-circular-road-dublin-2046143/
817,"Flat 3, 4 Frankfort Avenue, Rathgar, Dublin 6, South Dublin City",1700.0,,24.07.2020,304,http://www.daft.ie/dublin/apartments-for-rent/rathgar/flat-3-4-frankfort-avenue-rathgar-dublin-2051797/
818,"85 Weavers, Bertram Court, Dublin 8, South Dublin City",1700.0,,24.07.2020,3863,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/85-weavers-bertram-court-dublin-8-dublin-2039048/
835,"Apartment 2, 1 Mount Street Lower, Dublin 2, Dublin City Centre",1700.0,,24.07.2020,4630,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-2-1-mount-street-lower-dublin-2-dublin-2039426/
836,"Fitzwilliam Street Lower, Dublin 2, Dublin City Centre",1700.0,"Jul 15, 2020",24.07.2020,283,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/fitzwilliam-street-lower-dublin-2-dublin-2051019/
837,"Highest Quality Furnishings/Finishing* Bran New Apt Beside Arnotts, Dublin 1, Dublin City Centre",1700.0,"Jul 22, 2020",23.07.2020,165,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/highest-quality-furnishings-finishing-touches-bran-new-apt-beside-arnotts-dublin-1-dublin-2053321/
838,"17 St Annes, Ailesbury Road, Donnybrook, Dublin 4, South Dublin City",1700.0,"Apr 28, 2020",24.07.2020,5392,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/17-st-annes-ailesbury-road-donnybrook-dublin-2025287/
839,"Lombard Street East, Dublin 2, Dublin City Centre",1700.0,"Jun 15, 2020",26.07.2020,1024,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/lombard-street-east-dublin-2-dublin-2040185/
840,"* Brand New* First Time Letting * Bright, Spacious*, Dublin 1, Dublin City Centre",1700.0,"Jul 22, 2020",23.07.2020,149,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-1/-brand-new-first-time-letting-bright-spacious-dublin-1-dublin-2053314/
841,"Apartment 8, Maple Court, 40/42 Terenure Road East, Rathgar, Dublin 6, South Dublin City",1700.0,,24.07.2020,706,http://www.daft.ie/dublin/apartments-for-rent/rathgar/apartment-8-maple-court-4042-terenure-road-east-rathgar-dublin-2046341/
842,"320 Hampton Lodge, Gracepark Road, Drumcondra, Dublin 9, North Dublin City",1700.0,"Jun 29, 2020",24.07.2020,1132,http://www.daft.ie/dublin/apartments-for-rent/drumcondra/320-hampton-lodge-gracepark-road-drumcondra-dublin-2045038/
843,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1700.0,"Jun 16, 2020",18.06.2020,827,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-street-dublin-2-dublin-2040577/
844,"* Full Refurbished* First Time Letting * Bright*Large Studio*, Dublin 1, Dublin City Centre",1700.0,"Jul 22, 2020",23.07.2020,116,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-1/-full-refurbished-first-time-letting-brightlarge-studio-dublin-1-dublin-2053324/
845,"109 Parnell Street, Dublin 1, Dublin City Centre",1700.0,"May 04, 2020",22.07.2020,1416,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/109-parnell-street-dublin-1-dublin-2026527/
846,"Victoria Village, Rathgar, Dublin 6, South Dublin City",1700.0,"Jul 20, 2020",23.07.2020,966,http://www.daft.ie/dublin/apartments-for-rent/rathgar/victoria-village-rathgar-dublin-2052156/
847,"Apartment 60, Castle Gate Apartments, Dublin 2, Dublin City Centre",1700.0,"Jun 29, 2020",24.07.2020,923,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-60-castle-gate-apartments-dublin-2-dublin-2045145/
848,"275 Bachelors Walk, Dublin 1, Dublin City Centre",1700.0,"Jul 16, 2020",23.07.2020,308,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/275-bachelors-walk-dublin-1-dublin-2051257/
849,"Bracken Hill, Blackglen Road, Sandyford, Dublin 18, South Co. Dublin",1700.0,"Jul 24, 2020",25.07.2020,475,http://www.daft.ie/dublin/apartments-for-rent/sandyford/bracken-hill-blackglen-road-sandyford-dublin-2053866/
850,"Abbey Glen, Johnstown Road, Cabinteely, Dublin 18, South Co. Dublin",1707.0,,22.07.2020,1091,http://www.daft.ie/dublin/apartments-for-rent/cabinteely/abbey-glen-johnstown-road-cabinteely-dublin-2041658/
851,"Eastwood Park, Finglas South, Finglas, Dublin 11, North Dublin City",1707.0,,20.07.2020,632,http://www.daft.ie/dublin/houses-for-rent/finglas/eastwood-park-finglas-south-finglas-dublin-2050759/
852,"Argyle, Custom House Harbour Apartments, Ifsc, Dublin 1, Dublin City Centre",1707.0,,24.07.2020,1069,http://www.daft.ie/dublin/apartments-for-rent/ifsc/argyle-custom-house-harbour-apartments-ifsc-dublin-2053150/
853,"76 The Bay, Elm Park, Merrion, Dublin 4, South Dublin City",1710.0,,24.07.2020,648,http://www.daft.ie/dublin/apartments-for-rent/merrion/76-the-bay-elm-park-merrion-dublin-2052710/
854,"205 The Links, Elm Park, Merrion Road, Ballsbridge, Dublin 4, South Dublin City",1710.0,,24.07.2020,1210,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/205-the-links-elm-park-merrion-road-ballsbridge-dublin-2052716/
855,"Grafton Street Loft Studio Apartments, Dublin 2, Dublin City Centre",395.0,"Jul 24, 2020",24.07.2020,167,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/grafton-street-loft-studio-apartments-dublin-2-dublin-2053804/
856,"Riverwood Hall, Castleknock, Dublin 15, West Co. Dublin",1720.0,"Jul 24, 2020",24.07.2020,417,http://www.daft.ie/dublin/houses-for-rent/castleknock/riverwood-hall-castleknock-dublin-2053830/
857,"Aungier Street, Dublin 2, Dublin City Centre",396.0,"Jul 02, 2019",24.07.2020,9123,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/aungier-street-dublin-2-dublin-1945558/
858,"Victoria Street, Portobello, Dublin 8, South Dublin City",396.0,"Feb 28, 2020",24.07.2020,3301,http://www.daft.ie/dublin/apartments-for-rent/portobello/victoria-street-portobello-dublin-2009516/
859,"16 Mary'S Abbey, Smithfield, Dublin 7, Dublin City Centre",1725.0,"Jun 09, 2020",18.07.2020,1926,http://www.daft.ie/dublin/flats-for-rent/smithfield/16-marys-abbey-smithfield-dublin-2038086/
860,"Apartment 26, Park Lodge, Dublin 7, North Dublin City",1725.0,,24.07.2020,149,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-26-park-lodge-dublin-7-dublin-2053748/
861,"Abbeyfield, Milltown, Dublin 6, South Dublin City",1728.0,"Jul 21, 2020",21.07.2020,611,http://www.daft.ie/dublin/apartments-for-rent/milltown/abbeyfield-milltown-dublin-2052605/
862,"Thomas Street, Dublin 8, South Dublin City",1730.0,,07.07.2020,1426,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/thomas-street-dublin-8-dublin-2031840/
863,"Belfield Court, Dublin 4, South Dublin City",1733.0,"Jul 23, 2020",25.07.2020,457,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/belfield-court-dublin-4-dublin-2053497/
864,"Eastmoreland Court, Eastmoreland Place, Ballsbridge, Dublin 4, South Dublin City",1735.0,,22.07.2020,1343,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/eastmoreland-court-eastmoreland-place-ballsbridge-dublin-2051419/
865,"21 Harrington Street, Dublin City Centre, Dublin 8, South Dublin City",400.0,"Jul 06, 2020",24.07.2020,410,http://www.daft.ie/dublin/houses-for-rent/dublin-8/21-harrington-street-dublin-city-centre-dublin-8-dublin-2047441/
866,"Anglesea Road, Ballsbridge, Dublin 4, South Dublin City",400.0,"Jun 10, 2020",24.07.2020,491,http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/anglesea-road-ballsbridge-dublin-2038706/
867,"The Park, Clon Brugh, Stepaside, Dublin 18, South Co. Dublin",1740.0,"Jul 20, 2020",24.07.2020,692,http://www.daft.ie/dublin/apartments-for-rent/stepaside/apartment-104-block-a-the-park-clon-brugh-stepaside-dublin-2052245/
868,"Apartment 195, De Bret House, Loreto Abbey, Rathfarnham, Dublin 14, South Dublin City",1740.0,,24.07.2020,1020,http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/apartment-195-de-bret-house-loreto-abbey-rathfarnham-dublin-2050440/
869,"248 Beechwood Court, Stillorgan, South Co. Dublin",1745.0,,24.07.2020,1206,http://www.daft.ie/dublin/apartments-for-rent/stillorgan/248-beechwood-court-stillorgan-dublin-2052682/
870,"Woodlands, Off Orwell Road, Rathgar, Dublin 6, South Dublin City",1746.0,"Jul 23, 2020",24.07.2020,600,http://www.daft.ie/dublin/apartments-for-rent/rathgar/woodlands-off-orwell-road-rathgar-dublin-2053455/
871,"Apartment 38, Block B, Westend Gate, Tallaght, Dublin 24, South Co. Dublin",1746.0,,24.07.2020,308,http://www.daft.ie/dublin/apartments-for-rent/tallaght/apartment-38-block-b-westend-gate-tallaght-dublin-2052929/
872,"Capstan Building, Hamilton Way , Royal Canal Park, Ashtown, Dublin 15, North Dublin City",1750.0,,25.07.2020,1108,http://www.daft.ie/dublin/apartments-for-rent/ashtown/capstan-building-hamilton-way-royal-canal-park-ashtown-dublin-2045601/
873,"Grand Canal View, Suir Road, Kilmainham, Dublin 8, South Dublin City",1750.0,"Jul 24, 2020",24.07.2020,232,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/grand-canal-view-suir-road-kilmainham-dublin-2053898/
874,"Leeson Street Upper, Dublin 2, Dublin City Centre",1750.0,,22.07.2020,1067,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/leeson-street-upper-dublin-2-dublin-2036419/
875,"Drynam Avenue, Drynam Hall, Swords, North Co. Dublin",1750.0,,24.07.2020,482,http://www.daft.ie/dublin/apartments-for-rent/swords/drynam-avenue-drynam-hall-swords-dublin-2053450/
876,"Music Hall, Copper Alley, South City Centre, Temple Bar, Dublin 2, Dublin City Centre",1750.0,,24.07.2020,1995,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/music-hall-copper-alley-south-city-centre-temple-bar-dublin-2027765/
877,"Lilys Court, Ongar, Dublin 15, West Co. Dublin",1750.0,"Jul 17, 2020",24.07.2020,723,http://www.daft.ie/dublin/apartments-for-rent/ongar/lilys-court-ongar-dublin-2051535/
878,"South Bank, Swords, North Co. Dublin",1750.0,"Jul 23, 2020",25.07.2020,961,http://www.daft.ie/dublin/houses-for-rent/swords/south-bank-swords-dublin-2053468/
879,"19 The Olde Dock, Little Ship Street, Dublin 8, South Dublin City",1750.0,,24.07.2020,327,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/19-the-olde-dock-little-ship-street-dublin-8-dublin-2046024/
880,"Annagh Court, Waterville, Blanchardstown, Dublin 15, West Co. Dublin",1750.0,,24.07.2020,2300,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/annagh-court-waterville-blanchardstown-dublin-2050867/
881,"Ashbrook, Howth Road, Clontarf, Dublin 3, North Dublin City",1750.0,"Jul 15, 2020",24.07.2020,197,http://www.daft.ie/dublin/apartments-for-rent/clontarf/ashbrook-howth-road-clontarf-dublin-2050897/
