,location,price,entered,updated,views,link
1204,"57 Amiens Street, Dublin 1, Dublin City Centre",1850.0,"Jul 20, 2020",24.07.2020,129,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/57-amiens-street-dublin-1-dublin-2052554/
1205,"140 The Kish Custom House Harbour, Ifsc, Dublin 1, Dublin City Centre",1850.0,"Apr 01, 2020",24.07.2020,1109,http://www.daft.ie/dublin/apartments-for-rent/ifsc/140-the-kish-custom-house-harbour-ifsc-dublin-2018938/
1206,"159 Kimmage Road Lower, Harold'S Cross, Dublin 6W, South Dublin City",1850.0,"Jul 05, 2020",20.07.2020,694,http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/159-kimmage-road-lower-harolds-cross-dublin-2047382/
1207,"4 Denewood , Beechpark Avenue, Castleknock, Dublin 15, West Co. Dublin",1850.0,,24.07.2020,3259,http://www.daft.ie/dublin/apartments-for-rent/castleknock/4-denewood-beechpark-avenue-castleknock-dublin-1964643/
1208,"402 The Edges, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1850.0,"Jun 18, 2020",13.07.2020,535,http://www.daft.ie/dublin/apartments-for-rent/sandyford/402-the-edges-beacon-south-quarter-sandyford-dublin-2041746/
1209,"Apartment 6 Bellevue Court, Dornden Park, Booterstown, South Co. Dublin",1850.0,,24.07.2020,1290,http://www.daft.ie/dublin/apartments-for-rent/booterstown/apartment-6-bellevue-court-dornden-park-booterstown-dublin-2048267/
1210,"Apartment 5, Kings Hall, 191 Phibsboro Road, Phibsborough, Dublin 7, North Dublin City",1850.0,"Jul 01, 2020",23.07.2020,397,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/apartment-5-kings-hall-191-phibsboro-road-phibsborough-dublin-2045784/
1211,"33 Long Lane, Dublin 8, South Dublin City",1853.0,,24.07.2020,733,http://www.daft.ie/dublin/houses-for-rent/dublin-8/33-long-lane-dublin-8-dublin-2051220/
1212,"Long Lane, Dublin 8, South Dublin City",1853.0,,24.07.2020,2352,http://www.daft.ie/dublin/houses-for-rent/dublin-8/long-lane-dublin-8-dublin-2041514/
1213,"Apartment 3, Anglesea Court, 133 Anglesea Road, Donnybrook, Dublin 4, South Dublin City",1856.0,"Jun 25, 2020",24.07.2020,2006,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/apartment-3-anglesea-court-133-anglesea-road-donnybrook-dublin-2043974/
1214,"168 Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",1858.0,,25.07.2020,2449,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-8-168-rathmines-road-lower-rathmines-dublin-2045130/
1215,"28 Boroimhe Hawthorns, Swords, North Co. Dublin",1858.0,"Jul 02, 2020",25.07.2020,1030,http://www.daft.ie/dublin/houses-for-rent/swords/28-boroimhe-hawthorns-swords-dublin-2046439/
1216,"Manor Street, Stoneybatter, Dublin 7, North Dublin City",1870.0,"Jun 26, 2020",24.07.2020,510,http://www.daft.ie/dublin/flats-for-rent/stoneybatter/manor-street-stoneybatter-dublin-2044248/
1217,"177 Bachelors Walk, Dublin 1, Dublin City Centre",1870.0,,24.07.2020,398,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/177-bachelors-walk-dublin-1-dublin-2042704/
1218,"Apartment 31, Kingsford Cross, Portmarnock, North Co. Dublin",1870.0,,25.07.2020,755,http://www.daft.ie/dublin/apartments-for-rent/portmarnock/apartment-31-kingsford-cross-portmarnock-dublin-2049921/
1219,"3 Trinity Plaza, Tara Street, Dublin 2, Dublin City Centre",1872.0,"Jul 24, 2020",26.07.2020,125,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/3-trinity-plaza-tara-street-dublin-2-dublin-2053895/
1220,"Corrstown House, Swords, North Co. Dublin",1872.0,,24.07.2020,1790,http://www.daft.ie/dublin/apartments-for-rent/swords/corrstown-house-swords-dublin-2039114/
1221,"Millstone House, Clondalkin, Dublin 22, West Co. Dublin",1875.0,"Jul 22, 2020",22.07.2020,67,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/millstone-house-clondalkin-dublin-2053255/
1222,"Smithfield Apartment, Smithfield, Dublin 7, Dublin City Centre",1875.0,"Jul 02, 2020",25.07.2020,600,http://www.daft.ie/dublin/apartments-for-rent/smithfield/smithfield-apartment-smithfield-dublin-2046418/
1223,"North Great Charles Street, Dublin 1, Dublin City Centre",1875.0,,26.07.2020,290,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/north-great-charles-street-dublin-1-dublin-2048572/
1224,"Northbrook Road, Ranelagh, Dublin 6, South Dublin City",1875.0,,24.07.2020,5522,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/northbrook-road-ranelagh-dublin-2020856/
1225,2 Bedroom Apartment,1875.0,"Jun 09, 2020",20.07.2020,1787,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/2-bedroom-apartment-available-immediately-dublin-4-dublin-2038231/
1226,"Apartment 25, Willbrook House, Northbrook Avenue, Ranelagh, Dublin 6, South Dublin City",1875.0,,24.07.2020,1773,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/apartment-25-willbrook-house-northbrook-avenue-ranelagh-dublin-2038503/
1227,"The Oak, Parkview, Stepaside, Dublin 18, South Co. Dublin",1875.0,,19.07.2020,1458,http://www.daft.ie/dublin/apartments-for-rent/stepaside/the-oak-parkview-stepaside-dublin-2039192/
1228,"Apartment 17, Block 15, Gallery Quay, Grand Canal Dock, Dublin 2, South Dublin City",1875.0,"Jul 17, 2020",25.07.2020,818,http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/apartment-17-block-15-gallery-quay-grand-canal-dock-dublin-2051699/
1229,"Phibblestown House, Clonsilla, Dublin 15, West Co. Dublin",1875.0,,24.07.2020,1190,http://www.daft.ie/dublin/apartments-for-rent/clonsilla/phibblestown-house-clonsilla-dublin-2043759/
1230,"Millview House, Mill Road, Blanchardstown, Dublin 15, West Co. Dublin",1875.0,"Jul 21, 2020",24.07.2020,954,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/millview-house-mill-road-blanchardstown-dublin-2052730/
1231,"Martello Rise Balbriggan, Balbriggan, North Co. Dublin",1875.0,"Jul 19, 2020",24.07.2020,272,http://www.daft.ie/dublin/houses-for-rent/balbriggan/martello-rise-balbriggan-balbriggan-dublin-2052115/
1234,"144 South Central Rockbrook, Sandyford, Dublin 18, South Co. Dublin",1885.0,,24.07.2020,2329,http://www.daft.ie/dublin/apartments-for-rent/sandyford/139-south-central-rockbrook-sandyford-dublin-2035915/
1235,"Merrion Village, Ballsbridge, Dublin 4, South Dublin City",1885.0,,24.07.2020,544,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/merrion-village-ballsbridge-dublin-2050700/
1236,"Bremore Castle, Balbriggan, North Co. Dublin",1890.0,"Jul 20, 2020",20.07.2020,395,http://www.daft.ie/dublin/houses-for-rent/balbriggan/46-bremore-castle-balbriggan-dublin-2052284/
1237,"Apartment 33, The Oaks, Rockfield, Dundrum, Dublin 14, South Dublin City",1890.0,,23.07.2020,506,http://www.daft.ie/dublin/apartments-for-rent/dundrum/apartment-33-the-oaks-rockfield-dundrum-dublin-2051424/
1238,"5 Fitzwilliam Street Lower, Dublin 2, Dublin City Centre",1890.0,,22.07.2020,281,http://www.daft.ie/dublin/flats-for-rent/dublin-2/5-fitzwilliam-street-lower-dublin-2-dublin-2044505/
1239,"2 Lower Dodder Road, Rathfarnham, Dublin 14, South Dublin City",1890.0,"Jul 20, 2020",21.07.2020,977,http://www.daft.ie/dublin/houses-for-rent/rathfarnham/2-lower-dodder-road-rathfarnham-dublin-2052265/
1240,"Apartment 10, Brookfield, Anglesea Road, Ballsbridge, Dublin 4, South Dublin City",1895.0,"Jul 24, 2020",24.07.2020,329,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/apartment-10-brookfield-anglesea-road-ballsbridge-dublin-2053990/
1241,"Goldsmith Street, Dublin 7, North Dublin City",1895.0,"Jul 09, 2020",25.07.2020,495,http://www.daft.ie/dublin/flats-for-rent/dublin-7/goldsmith-street-dublin-7-dublin-2048756/
1242,"22 Pembroke Road, Ballsbridge, Dublin 4, South Dublin City",1895.0,"Jun 09, 2020",23.07.2020,1457,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/22-pembroke-road-ballsbridge-dublin-2038280/
1243,"Capel Street, Dublin 1, Dublin City Centre",1895.0,"May 11, 2020",22.07.2020,300,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/capel-street-dublin-1-dublin-2028721/
1244,"Venetian Hall, Killester, Dublin 5, North Dublin City",1895.0,"Jun 19, 2020",26.07.2020,2201,http://www.daft.ie/dublin/apartments-for-rent/killester/venetian-hall-killester-dublin-2042039/
1245,"Clancy Quay By Kennedy Wilson, South Circular Road, Dublin 8",,,21.07.2020,8112,http://www.daft.ie/dublin/multi-units-for-rent/south-circular-road-dublin-8-dublin-185433/
1246,"37 Capel Street, Capel Street, Dublin 1",,,25.07.2020,9468,http://www.daft.ie/dublin/multi-units-for-rent/capel-street-dublin-1-dublin-175309/
1247,"38 Capel Street, Capel Street, Dublin 1",,,25.07.2020,6792,http://www.daft.ie/dublin/multi-units-for-rent/capel-street-dublin-1-dublin-177622/
1248,"Clancy Quay, By Kennedy Wilson, Dublin 8",,,23.07.2020,23203,http://www.daft.ie/dublin/multi-units-for-rent/by-kennedy-wilson-dublin-8-dublin-178864/
1250,"Castleforbes Square, Castleforbes Road, Ifsc, Dublin 1",,,22.07.2020,6849,http://www.daft.ie/dublin/multi-units-for-rent/castleforbes-road-ifsc-dublin-1-dublin-182630/
1252,"Fernbank, Churchtown Road Upper, Churchtown, Churchtown, Dublin 14",,,03.06.2020,10202,http://www.daft.ie/dublin/multi-units-for-rent/churchtown-road-upper-churchtown-churchtown-dublin-176431/
1254,"Wolfe Tone Lofts, Wolfe Tone Street, Dublin 1",,,24.07.2020,3249,http://www.daft.ie/dublin/multi-units-for-rent/wolfe-tone-street-dublin-1-dublin-181009/
1256,"Rathmines Road Upper 8, Rathmines, Dublin 6, South Dublin City",1900.0,"May 13, 2020",24.07.2020,890,http://www.daft.ie/dublin/apartments-for-rent/rathmines/rathmines-road-upper-8-rathmines-dublin-2029609/
1257,"Glenart House, Clon Fadda Wood, Blackrock, South Co. Dublin",1900.0,,26.07.2020,1130,http://www.daft.ie/dublin/apartments-for-rent/blackrock/glenart-house-clon-fadda-wood-blackrock-dublin-2050453/
1258,"Apartment, Block C, The Watermill, Bettyglen, Raheny, Dublin 5, North Dublin City",1900.0,,24.07.2020,516,http://www.daft.ie/dublin/apartments-for-rent/raheny/apartment-block-c-the-watermill-bettyglen-raheny-dublin-2052435/
1259,"Addison Park, Glasnevin, Dublin 11, North Dublin City",1900.0,"Jun 21, 2020",21.06.2020,956,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/addison-park-glasnevin-dublin-2042446/
1260,"172 Crosbie'S Yard, Ossory Road, East Wall, Dublin 3, North Dublin City",1900.0,"Jul 10, 2020",24.07.2020,533,http://www.daft.ie/dublin/apartments-for-rent/east-wall/172-crosbies-yard-ossory-road-east-wall-dublin-2049307/
1261,"Woodbrook Crescent, Porterstown, Castleknock, Dublin 15, West Co. Dublin",1900.0,"Jul 21, 2020",23.07.2020,185,http://www.daft.ie/dublin/apartments-for-rent/castleknock/woodbrook-crescent-porterstown-castleknock-dublin-2052903/
1262,"Christchurch, Christchurch, Dublin 8, Dublin City Centre",1900.0,"May 29, 2020",21.07.2020,790,http://www.daft.ie/dublin/apartments-for-rent/christchurch/christchurch-christchurch-dublin-2034676/
1263,"Argyle, Custom House Harbour Apartments, Ifsc, Ifsc, Dublin 1, Dublin City Centre",1900.0,,24.07.2020,542,http://www.daft.ie/dublin/apartments-for-rent/ifsc/argyle-custom-house-harbour-apartments-ifsc-ifsc-dublin-2051400/
1264,"Bracken Hill, Sandyford, Dublin 18, South Co. Dublin",1900.0,"Jul 25, 2020",25.07.2020,314,http://www.daft.ie/dublin/apartments-for-rent/sandyford/bracken-hill-sandyford-dublin-2054073/
1265,"Warrington Place, Dublin 2, Dublin City Centre",1900.0,"Jun 14, 2020",12.07.2020,835,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/warrington-place-dublin-2-dublin-2039934/
1266,"Wolfe Tone Court, Wolfe Tone Street, Dublin 1, Dublin City Centre",1900.0,"Jul 07, 2020",23.07.2020,855,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/wolfe-tone-court-wolfe-tone-street-dublin-1-dublin-2047951/
1267,"Arbour Hill, Stoneybatter, Dublin 7, North Dublin City",1900.0,"May 16, 2020",24.07.2020,2769,http://www.daft.ie/dublin/houses-for-rent/dublin-7/arbour-hill-stoneybatter-dublin-7-dublin-2030470/
1268,"Herbert Road, Sandymount, Dublin 4, South Dublin City",1900.0,"Jun 27, 2020",24.07.2020,649,http://www.daft.ie/dublin/apartments-for-rent/sandymount/herbert-road-sandymount-dublin-2044598/
1269,"21 Bushfield Grove, Clondalkin, Dublin 22, West Co. Dublin",1900.0,,24.07.2020,1345,http://www.daft.ie/dublin/houses-for-rent/clondalkin/21-bushfield-grove-clondalkin-dublin-2051678/
1270,"Clifden Court, Ellis Quay, Dublin 7, North Dublin City",1900.0,"Jul 25, 2020",26.07.2020,143,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/clifden-court-ellis-quay-dublin-7-dublin-2054144/
1271,"The Edges 2, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1900.0,"Jul 10, 2020",25.07.2020,1118,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-edges-2-beacon-south-quarter-sandyford-dublin-2049386/
1272,"St. John'S Well Way, Old Kilmainham Road, Kilmainham, Dublin 8, South Dublin City",1900.0,"Jul 07, 2020",24.07.2020,657,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/st-johns-well-way-old-kilmainham-road-kilmainham-dublin-2048058/
1273,"The Wood Clon Brugh Aikens Village, Sandyford, Sandyford, Dublin 18, South Co. Dublin",1900.0,,24.07.2020,1805,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-wood-clon-brugh-aikens-village-sandyford-sandyford-dublin-2031839/
1274,"Abbey Drive, Navan Road, Ashtown, Dublin 7, North Dublin City",1900.0,"Jun 28, 2020",25.07.2020,1176,http://www.daft.ie/dublin/houses-for-rent/ashtown/abbey-drive-navan-road-ashtown-dublin-2044799/
1275,"Lower Leesonstreet, Dublin 2, Dublin City Centre",1900.0,"Jun 03, 2020",23.07.2020,2935,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/lower-leesonstreet-dublin-2-dublin-2035923/
1276,"Dock Mill, Grand Canal Dock, Dublin 2, South Dublin City",1900.0,"Jul 07, 2020",25.07.2020,419,http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/dock-mill-grand-canal-dock-dublin-2048265/
1277,"Tathony House, Bow Lane West, Kilmainham, Kilmainham, Dublin 8, South Dublin City",1900.0,"Jun 29, 2020",19.07.2020,2073,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/tathony-house-bow-lane-west-kilmainham-kilmainham-dublin-2045361/
1278,"5 Norseman Place, Stoneybatter, Dublin 7, North Dublin City",1900.0,"Jul 04, 2020",25.07.2020,1069,http://www.daft.ie/dublin/houses-for-rent/stoneybatter/5-norseman-place-stoneybatter-dublin-2047173/
1279,"Phoenix Park Racecourse, Castleknock, Dublin 15, Castleknock, Dublin 15, West Co. Dublin",1900.0,"Jul 17, 2020",23.07.2020,337,http://www.daft.ie/dublin/apartments-for-rent/castleknock/phoenix-park-racecourse-castleknock-dublin-15-castleknock-dublin-2051769/
1280,"Apartment 202 Crosbies Yard Ossory Rd, North Strand, Dublin 3, North Dublin City",1900.0,"Jun 23, 2020",18.07.2020,463,http://www.daft.ie/dublin/apartments-for-rent/north-strand/apartment-202-crosbies-yard-ossory-rd-north-strand-dublin-2042986/
1281,"Mountjoy Square, Dublin 1, Dublin City Centre",1900.0,"Jul 13, 2020",23.07.2020,348,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/mountjoy-square-dublin-1-dublin-2049890/
1282,Carman Hall 104,1900.0,"Jun 03, 2020",26.07.2020,930,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/carman-hall-104-106-francis-street-dublin-8-dublin-2036023/
1283,"34 Millbrook Village, Milltown, Dublin 6, South Dublin City",1900.0,"Jul 23, 2020",24.07.2020,508,http://www.daft.ie/dublin/houses-for-rent/milltown/34-millbrook-village-milltown-dublin-2053582/
1284,"Apartment 103, Derrynane Sq, Dublin 1, Dublin City Centre",1900.0,"Jul 05, 2020",21.07.2020,351,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-103-derrynane-sq-dublin-1-dublin-2047388/
1293,"Flat 5, 4 Frankfort Avenue, Rathgar, Dublin 6, South Dublin City",1900.0,,24.07.2020,563,http://www.daft.ie/dublin/apartments-for-rent/rathgar/flat-5-4-frankfort-avenue-rathgar-dublin-2051796/
1294,"Apartment, Glaslyn, Clontarf, Dublin 3, North Dublin City",1900.0,"Jul 13, 2020",21.07.2020,513,http://www.daft.ie/dublin/apartments-for-rent/clontarf/apartment-glaslyn-clontarf-dublin-2050161/
1295,"Apartment 51, Block B, Westend Gate, Tallaght, Dublin 24, South Co. Dublin",1900.0,,24.07.2020,100,http://www.daft.ie/dublin/apartments-for-rent/tallaght/apartment-51-block-b-westend-gate-tallaght-dublin-2053616/
1296,"Apartment 61, The Corn Exchange, Dublin 2, Dublin City Centre",1900.0,"Jun 30, 2020",24.07.2020,1428,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-61-the-corn-exchange-dublin-2-dublin-2045501/
1297,"Apartment 10, Market Square, Dublin 1, Dublin City Centre",1900.0,,25.07.2020,549,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-10-market-square-dublin-1-dublin-2037876/
1298,"Apartment 1, The Northumberlands, Love Lane East, Dublin 2, Dublin City Centre",1900.0,"Jun 24, 2020",21.07.2020,1010,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-1-the-northumberlands-love-lane-east-dublin-2-dublin-2043596/
1299,"31 Mountjoy Square East, Dublin 1, Dublin City Centre",1900.0,"Jul 13, 2020",22.07.2020,118,http://www.daft.ie/dublin/flats-for-rent/dublin-1/31-mountjoy-square-east-dublin-1-dublin-2050207/
1300,"Ashington Heath, Dublin 7, North Dublin City",1900.0,"Jun 30, 2020",23.07.2020,1628,http://www.daft.ie/dublin/houses-for-rent/dublin-7/ashington-heath-dublin-7-dublin-2045614/
1301,"South Circular Road, Dublin 8, South Dublin City",1900.0,,26.07.2020,651,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/south-circular-road-dublin-8-dublin-2051038/
1302,"Shelbourne Park Apartments, Dublin 4, South Dublin City",1900.0,"Jul 24, 2020",24.07.2020,327,http://www.daft.ie/dublin/apartments-for-rent/ringsend/shelbourne-park-apartments-ringsend-dublin-2053824/
1303,"Charlotte Quay Dock, Ringsend Road, Ringsend, Dublin 4, South Dublin City",1900.0,"Jun 19, 2020",22.07.2020,1318,http://www.daft.ie/dublin/apartments-for-rent/ringsend/charlotte-quay-dock-ringsend-road-ringsend-dublin-2042082/
1304,"The Asgard, Dublin 1, Dublin City Centre",1900.0,,24.07.2020,664,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/the-asgard-dublin-1-dublin-2048865/
1305,"The Green, Malahide, North Co. Dublin",1900.0,"Jun 19, 2020",26.07.2020,839,http://www.daft.ie/dublin/apartments-for-rent/malahide/the-green-malahide-dublin-2042107/
1306,"The Blackthorn, Riversdale, Dundrum, Dublin 14, South Dublin City",1900.0,,23.07.2020,710,http://www.daft.ie/dublin/apartments-for-rent/dundrum/the-blackthorn-riversdale-dundrum-dublin-2049159/
1307,"5 Brooklawn Avenue, Blackrock, South Co. Dublin",1900.0,"Jul 21, 2020",21.07.2020,1157,http://www.daft.ie/dublin/houses-for-rent/blackrock/5-brooklawn-avenue-blackrock-dublin-2052774/
1308,"La Rochelle, La Rochelle, Dublin 8, South Dublin City",1900.0,,24.07.2020,252,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/la-rochelle-la-rochelle-dublin-8-dublin-2051228/
1309,35,1900.0,"May 12, 2020",24.07.2020,522,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/35-38-mountjoy-sq-dublin-1-dublin-2029022/
1310,"Apartment 40, Danes Court, Clontarf, Dublin 3, North Dublin City",1900.0,,24.07.2020,807,http://www.daft.ie/dublin/apartments-for-rent/clontarf/apartment-40-danes-court-clontarf-dublin-2050411/
1311,"16 The Anchorage, Robswall, Malahide, North Co. Dublin",1900.0,"Jul 22, 2020",22.07.2020,284,http://www.daft.ie/dublin/apartments-for-rent/malahide/16-the-anchorage-robswall-malahide-dublin-2053332/
1312,"The Paddocks Walk, Adamstown, Lucan, West Co. Dublin",1900.0,,24.07.2020,445,http://www.daft.ie/dublin/apartments-for-rent/lucan/the-paddocks-walk-adamstown-lucan-dublin-2051354/
1313,"Salem Court, Rathgar, Dublin 6, South Dublin City",1900.0,"May 15, 2020",23.07.2020,9635,http://www.daft.ie/dublin/apartments-for-rent/rathgar/salem-court-rathgar-dublin-2030228/
1314,"Apartment 2 Renaissance House Church St Howth, Howth, Dublin 13, North Dublin City",1900.0,"Jul 14, 2020",24.07.2020,463,http://www.daft.ie/dublin/apartments-for-rent/howth/apartment-2-renaissance-house-church-st-howth-howth-dublin-2050498/
1315,"Rockbrae Hall, Ticknock Grove, Ticknock Hill, Sandyford, Dublin 18, South Co. Dublin",1900.0,"Jul 17, 2020",26.07.2020,596,http://www.daft.ie/dublin/apartments-for-rent/sandyford/rockbrae-hall-ticknock-grove-ticknock-hill-sandyford-dublin-2051676/
1316,"Waterside Walk, Malahide, North Co. Dublin",1900.0,"Jul 23, 2020",23.07.2020,684,http://www.daft.ie/dublin/houses-for-rent/malahide/waterside-walk-malahide-dublin-2053532/
1317,"Leeson Court, Leeson Street Upper, Dublin 4, South Dublin City",1900.0,"Jun 15, 2020",24.07.2020,1025,http://www.daft.ie/dublin/houses-for-rent/dublin-4/10-leeson-court-leeson-street-upper-dublin-4-dublin-2040333/
1318,"La Rochelle, Christchurch, Dublin 8, Dublin City Centre",1900.0,"Jul 25, 2020",25.07.2020,90,http://www.daft.ie/dublin/apartments-for-rent/christchurch/la-rochelle-christchurch-dublin-2054147/
1319,"The Cubes 2, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1900.0,"Jul 10, 2020",25.07.2020,1225,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-cubes-2-beacon-south-quarter-sandyford-dublin-2049399/
1320,"Dingle Rd, Cabra, Dublin 7, North Dublin City",1900.0,"Jul 17, 2020",17.07.2020,341,http://www.daft.ie/dublin/houses-for-rent/cabra/dingle-rd-cabra-dublin-2051683/
1321,"Auburn Apartments, 118 Howth Road, Clontarf, Clontarf, Dublin 3, North Dublin City",1900.0,"Jul 20, 2020",24.07.2020,214,http://www.daft.ie/dublin/apartments-for-rent/clontarf/auburn-apartments-118-howth-road-clontarf-clontarf-dublin-2052481/
1322,"Eglinton Wood, Eglinton Rd., Donnybrook.Dublin4, Donnybrook, Dublin 4, South Dublin City",1900.0,"May 23, 2020",25.07.2020,2813,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/eglinton-wood-eglinton-rd-donnybrookdublin4-donnybrook-dublin-2032611/
1323,"Westgate Bridge Street Upper Christchurch, Christchurch, Dublin 8, Dublin City Centre",1900.0,"Jun 29, 2020",26.07.2020,384,http://www.daft.ie/dublin/apartments-for-rent/christchurch/westgate-bridge-street-upper-christchurch-christchurch-dublin-2044947/
1324,"Parklands, Santry, Dublin 9, North Dublin City",1900.0,,22.07.2020,1153,http://www.daft.ie/dublin/apartments-for-rent/santry/parklands-santry-dublin-2050643/
1336,"302 Richmond Court, Richmond Avenue South, Milltown, Dublin 6, South Dublin City",1900.0,,24.07.2020,206,http://www.daft.ie/dublin/apartments-for-rent/milltown/302-richmond-court-richmond-avenue-south-milltown-dublin-2053554/
1337,"Apartment 4, Portobello Quay, Portobello, Dublin 8, South Dublin City",1900.0,"Jul 13, 2020",20.07.2020,1362,http://www.daft.ie/dublin/apartments-for-rent/portobello/apartment-4-portobello-quay-portobello-dublin-2049858/
1338,"129 Lymewood Mews, Northwood, Santry, Dublin 9, North Dublin City",1900.0,"Jul 03, 2020",21.07.2020,535,http://www.daft.ie/dublin/apartments-for-rent/santry/129-lymewood-mews-northwood-santry-dublin-2047002/
1339,"Jervis Lane, Dublin 1, Dublin City Centre",1900.0,"Jun 17, 2020",21.07.2020,1030,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/jervis-lane-dublin-1-dublin-2041316/
1340,"240 The Waterside, Charlotte Quay, Ringsend, Dublin 4, South Dublin City",1900.0,,23.07.2020,1041,http://www.daft.ie/dublin/apartments-for-rent/ringsend/240-the-waterside-charlotte-quay-ringsend-dublin-2033022/
1341,"Ballintyre Meadows, Ballinteer, Dublin 16, South Dublin City",1900.0,,25.07.2020,858,http://www.daft.ie/dublin/apartments-for-rent/ballinteer/ballintyre-meadows-ballinteer-dublin-2045478/
1342,"1 Chapel Avenue, Irishtown, Dublin 4, South Dublin City",1900.0,,24.07.2020,556,http://www.daft.ie/dublin/houses-for-rent/irishtown/1-chapel-avenue-irishtown-dublin-2050722/
1343,"Apartment 40, Rathmines Square, Rathmines, Dublin 6, South Dublin City",1900.0,,24.07.2020,221,http://www.daft.ie/dublin/apartments-for-rent/rathmines/apartment-40-rathmines-square-rathmines-dublin-2053567/
1344,"85 Royston, Kimmage Road West, Kimmage, Dublin 12, South Dublin City",1900.0,,24.07.2020,1019,http://www.daft.ie/dublin/houses-for-rent/kimmage/85-royston-kimmage-road-west-kimmage-dublin-2051791/
1345,"Mervyn Court, South Crosthwaite Park, Dun Laoghaire, South Co. Dublin",1900.0,,24.07.2020,2408,http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/mervyn-court-south-crosthwaite-park-dun-laoghaire-dublin-2024757/
1346,"Belmayne, Park West, Balgriffin, Dublin 13, North Dublin City",1900.0,,24.07.2020,728,http://www.daft.ie/dublin/apartments-for-rent/balgriffin/belmayne-park-west-balgriffin-dublin-2052656/
1347,"Hole In The Wall Road, Donaghmede, Dublin 13, North Dublin City",1907.0,,24.07.2020,958,http://www.daft.ie/dublin/apartments-for-rent/donaghmede/hole-in-the-wall-road-donaghmede-dublin-2046336/
1348,"The Oaks, Rockfield, Dundrum, Dublin 14, South Dublin City",1913.0,,24.07.2020,789,http://www.daft.ie/dublin/apartments-for-rent/dundrum/the-oaks-rockfield-dundrum-dublin-2050606/
1349,"Apartment 31, The William Bligh, The Gasworks, Dublin 4, South Dublin City",1915.0,"Jul 22, 2020",25.07.2020,210,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/apartment-31-the-william-bligh-the-gasworks-dublin-4-dublin-2053263/
1350,"Wolfe Tone, Dublin 1, Dublin City Centre",1917.0,,22.07.2020,172,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/wolfe-tone-dublin-1-dublin-2046701/
1351,"Apartment 46, The Watermill, Raheny, Dublin 5, Raheny, Dublin 5, North Dublin City",1920.0,,24.07.2020,1682,http://www.daft.ie/dublin/apartments-for-rent/raheny/apartment-46-the-watermill-raheny-dublin-5-raheny-dublin-2041999/
1352,"Old City Music Hall, Temple Bar, Dublin 2, Dublin City Centre",1920.0,"Jul 08, 2020",24.07.2020,695,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/old-city-music-hall-temple-bar-dublin-2048529/
