,location,price,entered,updated,views,link
723,"Wellington Lodge, Serpentine Avenue, Ballsbridge, Dublin 4, South Dublin City",1650.0,"Jun 14, 2020",08.07.2020,2482,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/wellington-lodge-serpentine-avenue-ballsbridge-dublin-2039902/
724,"The Maltings, Bonham Street, Dublin 8, South Dublin City",1650.0,"Jul 14, 2020",20.07.2020,206,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/the-maltings-bonham-street-dublin-8-dublin-2050538/
725,"Brecan Close, Balbriggan, North Co. Dublin",1650.0,"Jul 07, 2020",17.07.2020,384,http://www.daft.ie/dublin/houses-for-rent/balbriggan/brecan-close-balbriggan-dublin-2048167/
726,"10 Ranelagh Road, Ranelagh, Dublin 6, South Dublin City",1650.0,,20.07.2020,584,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/10-ranelagh-road-ranelagh-dublin-2046760/
727,"Morehampton Square, Donnybrook, Dublin 4, South Dublin City",1650.0,,20.07.2020,2256,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/morehampton-square-donnybrook-dublin-2040310/
728,"Temple Place, Grenville Street, Dublin 1, Dublin City Centre",1650.0,"Jul 11, 2020",11.07.2020,214,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/temple-place-grenville-street-dublin-1-dublin-2049621/
729,"Premier Square, Finglas Road, Glasnevin, Dublin 11, North Dublin City",1650.0,,20.07.2020,739,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/premier-square-finglas-road-glasnevin-dublin-2050688/
730,"Arus Na Cluaine, Clondalkin, Dublin 22, West Co. Dublin",1650.0,,17.07.2020,2642,http://www.daft.ie/dublin/apartments-for-rent/clondalkin/apartment-92-block-b-ras-na-cluaine-clondalkin-dublin-2032392/
731,"Wintergarden, Pearse Street, Dublin 2, Dublin City Centre",1650.0,"Jul 03, 2020",14.07.2020,472,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/wintergarden-pearse-street-dublin-2-dublin-2046862/
732,"Cow'S Lane, Temple Bar, Dublin 2, Dublin City Centre",1650.0,"Jul 14, 2020",20.07.2020,426,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/cows-lane-temple-bar-dublin-2050732/
733,"Capel St, Dublin 1, Dublin City Centre",1650.0,"Jul 09, 2020",20.07.2020,577,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/capel-st-dublin-1-dublin-2048616/
734,"13 Heytesbury Street, Portobello, South Dublin City",1650.0,"Jul 18, 2020",19.07.2020,771,http://www.daft.ie/dublin/flats-for-rent/portobello/13-heytesbury-street-portobello-dublin-2052003/
735,"Jellet House, Deans Court, Dublin 8, South Dublin City",1650.0,,20.07.2020,1087,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/jellet-house-deans-court-dublin-8-dublin-2047466/
736,"The Crescent, Fortfield Square, Terenure, Dublin 6, South Dublin City",1650.0,"Jul 16, 2020",20.07.2020,319,http://www.daft.ie/dublin/apartments-for-rent/terenure/the-crescent-fortfield-square-terenure-dublin-2051421/
737,"34 Parkgate Street, Dublin 8, South Dublin City",1650.0,"Jun 18, 2020",20.07.2020,239,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/34-parkgate-street-dublin-8-dublin-2041631/
738,"Westland Square, Pearse Street, Dublin 2, Dublin City Centre",1650.0,,20.07.2020,189,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/westland-square-pearse-street-dublin-2-dublin-2050936/
739,"Hampton Gardens Crescent, Balbriggan, North Co. Dublin",1650.0,"May 29, 2020",20.07.2020,1541,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/hampton-gardens-crescent-balbriggan-dublin-2034739/
740,"Apartment 43, Manor Hall, Mount Brown, Kilmainham, Dublin 8, South Dublin City",1650.0,,20.07.2020,835,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/apartment-43-manor-hall-mount-brown-kilmainham-dublin-2048751/
741,"Rathgar Dublin6, Rathgar, Dublin 6, South Dublin City",1650.0,"Jul 19, 2020",20.07.2020,199,http://www.daft.ie/dublin/apartments-for-rent/rathgar/rathgar-dublin6-rathgar-dublin-2052094/
742,"Blackhall Place, Stoneybatter, Dublin 7, Stoneybatter, Dublin 7, North Dublin City",1650.0,"Jul 17, 2020",20.07.2020,45,http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/blackhall-place-stoneybatter-dublin-7-stoneybatter-dublin-2051589/
743,"Knocknashee, Goatstown, Goatstown, Dublin 14, South Dublin City",1650.0,,20.07.2020,526,http://www.daft.ie/dublin/apartments-for-rent/goatstown/89-knocknashee-goatstown-goatstown-dublin-2050189/
744,"Reuben Square, Dolphin'S Barn Street (Ice Rink Apartments), Dublin 8, South Dublin City",1650.0,,07.07.2020,497,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/reuben-square-dolphins-barn-stree-dublin-8-dublin-2038447/
745,"Baltray House, The Oaks, Ridgewood, Swords, North Co. Dublin",1651.0,"Jul 20, 2020",20.07.2020,172,http://www.daft.ie/dublin/apartments-for-rent/swords/baltray-house-the-oaks-ridgewood-swords-dublin-2052247/
746,"College Close, Tara Street, Dublin 2, Dublin City Centre",1655.0,,20.07.2020,435,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-close-dublin-2-dublin-2048023/
747,"Apartment 25, Market Square, Dublin 7, North Dublin City",1660.0,"Jul 08, 2020",20.07.2020,476,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-25-market-square-dublin-7-dublin-2048610/
748,"101 Haddington Road, Dublin 4, South Dublin City",1663.0,"Jun 29, 2020",20.07.2020,3980,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/101-haddington-road-dublin-4-dublin-2044989/
749,"41C Lombard Street West, Dublin 8, South Dublin City",1664.0,,20.07.2020,1153,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/41c-lombard-street-west-dublin-8-dublin-2049227/
750,"Apartment 32, The William Bligh, The Gasworks, Dublin 2, Dublin City Centre",1664.0,,17.07.2020,2298,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-32-the-william-bligh-the-gasworks-dublin-2-dublin-2045994/
751,"Apt 20, House 12 Linden Square, Grove Avenue, Blackrock, South Co. Dublin",1665.0,,20.07.2020,1062,http://www.daft.ie/dublin/apartments-for-rent/blackrock/apt-20-house-12-linden-square-grove-avenue-blackrock-dublin-2048906/
752,"Warrington Place, Dublin 2, Dublin City Centre",1674.0,,19.07.2020,532,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/warrington-place-dublin-2-dublin-2050666/
753,"The Edges 1, Becon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1675.0,"Jul 09, 2020",19.07.2020,621,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-edges-1-becon-south-quarter-sandyford-dublin-2048853/
754,"178 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1675.0,"Jul 17, 2020",20.07.2020,233,http://www.daft.ie/dublin/apartments-for-rent/rathgar/178-rathgar-road-rathgar-dublin-2051623/
755,"The Edges 1, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1675.0,"Jul 15, 2020",20.07.2020,722,http://www.daft.ie/dublin/apartments-for-rent/sandyford/apartment-301-the-edges-1-beacon-south-quarter-sandyford-dublin-2051067/
756,"Blessington Street, Phibsborough, Dublin 7, North Dublin City",1675.0,"Jul 13, 2020",20.07.2020,487,http://www.daft.ie/dublin/apartments-for-rent/phibsborough/blessington-street-phibsborough-dublin-2049854/
757,"Apartment 149, Hampton Wood Drive, Saint Margaret\\\'S Road, Finglas, Dublin 11, North Dublin City",1675.0,,20.07.2020,898,http://www.daft.ie/dublin/apartments-for-rent/finglas/apartment-145-hampton-wood-drive-saint-margaret-finglas-dublin-2041790/
758,"Flat 42, Adair, Ballsbridge, Dublin 4, South Dublin City",1675.0,"Jul 20, 2020",20.07.2020,558,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/flat-42-adair-ballsbridge-dublin-2052225/
759,"Dermot O Hurley Avenue, Ringsend, Dublin 4, Ringsend, Dublin 4, South Dublin City",1675.0,"Jun 29, 2020",19.07.2020,631,http://www.daft.ie/dublin/apartments-for-rent/ringsend/dermot-o-hurley-avenue-ringsend-dublin-4-ringsend-dublin-2044970/
760,"71 Lanesborough Court, Finglas, Dublin 11, North Dublin City",1675.0,,13.07.2020,452,http://www.daft.ie/dublin/apartments-for-rent/finglas/71-lanesborough-court-finglas-dublin-2049939/
761,"Bushy Park House, Terenure, Dublin 6, South Dublin City",1681.0,"Jul 20, 2020",20.07.2020,127,http://www.daft.ie/dublin/apartments-for-rent/terenure/bushy-park-house-terenure-dublin-2052338/
762,"198A Whitehall Road, Terenure, Dublin 6, South Dublin City",1685.0,"Jan 06, 2020",20.07.2020,3647,http://www.daft.ie/dublin/apartments-for-rent/terenure/198a-whitehall-road-terenure-dublin-1994952/
763,The Maltings,1687.0,"Jul 10, 2020",20.07.2020,238,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-maltings-99-bonham-street-dublin-2-dublin-2049201/
764,"Drynam Avenue, Kettles Lane, Kinsealy, North Co. Dublin",1690.0,,19.07.2020,4311,http://www.daft.ie/dublin/apartments-for-rent/kinsealy/drynam-avenue-kettles-lane-kinsealy-dublin-2038660/
765,"Kilmahuddrick, Clondalkin, Dublin 22, West Co. Dublin",1690.0,"Jul 07, 2020",20.07.2020,2255,http://www.daft.ie/dublin/houses-for-rent/clondalkin/kilmahuddrick-lawn-clondalkin-dublin-2047961/
766,"St Ives, Malahide, North Co. Dublin",1690.0,,17.07.2020,3646,http://www.daft.ie/dublin/apartments-for-rent/malahide/st-ives-malahide-dublin-2009168/
767,"Apartment 1, 3 Herberton Street, Rialto, Dublin 8, South Dublin City",1690.0,"Jun 29, 2020",20.07.2020,217,http://www.daft.ie/dublin/apartments-for-rent/rialto/apartment-1-3-herberton-street-rialto-dublin-2045142/
768,"14 Herberton Walk, Rialto, Rialto, Dublin 8, South Dublin City",1690.0,"Jul 18, 2020",20.07.2020,284,http://www.daft.ie/dublin/apartments-for-rent/rialto/14-herberton-walk-rialto-rialto-dublin-2051996/
769,"Dargle House, Custom House Square, Ifsc, Dublin 1, Dublin City Centre",1693.0,,20.07.2020,919,http://www.daft.ie/dublin/apartments-for-rent/ifsc/dargle-house-custom-house-square-ifsc-dublin-2041184/
770,"Windmill Terrace, Porterstown, North Dublin City, Blanchardstown, Dublin 15, West Co. Dublin",1693.0,"Jul 13, 2020",20.07.2020,937,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/windmill-terrace-porterstown-north-dublin-city-blanchardstown-dublin-2049944/
771,"8 Shackleton House, Archerswood, Clonee, Dublin 15, West Co. Dublin",1694.0,"Jul 16, 2020",19.07.2020,641,http://www.daft.ie/dublin/apartments-for-rent/clonee/8-shackleton-house-archerswood-clonee-dublin-2051251/
772,"Foley Street, Ifsc, Dublin 1, Dublin City Centre",1695.0,"Jul 17, 2020",17.07.2020,306,http://www.daft.ie/dublin/apartments-for-rent/ifsc/foley-street-ifsc-dublin-2051627/
773,"10 Nelson St, Dublin 1, Dublin City Centre",1695.0,"Jun 11, 2020",20.07.2020,2221,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/10-nelson-st-dublin-1-dublin-2038848/
774,"Bertram Court Lambs Alley, Christchurch, Dublin 8, Dublin City Centre",1695.0,"Jul 10, 2020",20.07.2020,841,http://www.daft.ie/dublin/apartments-for-rent/christchurch/bertram-court-lambs-alley-christchurch-dublin-2049439/
775,"Christchurch Place, Christchurch, Dublin 8, Dublin City Centre",1695.0,,17.07.2020,647,http://www.daft.ie/dublin/apartments-for-rent/christchurch/20-christchurch-place-christchurch-dublin-2041682/
776,"The Parklands Castleside Drive, Rathfarnham, Dublin 14, South Dublin City",1695.0,"Jun 30, 2020",14.07.2020,614,http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/the-parklands-castleside-drive-rathfarnham-dublin-2045764/
777,"Ifsc, Custom House Harbour, Dublin 1, Dublin City Centre",1695.0,"Jun 02, 2020",15.07.2020,613,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/ifsc-custom-house-harbour-dublin-1-dublin-2035459/
778,"Vantage, Central Park, Leopardstown, Dublin 18",,,20.07.2020,8941,http://www.daft.ie/dublin/multi-units-for-rent/central-park-leopardstown-dublin-178465/
779,"St. Edmunds, St Edmunds, Lucan, Co. Dublin",,,10.07.2020,13770,http://www.daft.ie/dublin/multi-units-for-rent/st-edmunds-lucan-dublin-178636/
780,"Auburn Park, Auburn Avenue, Castleknock, Dublin 15",,,17.07.2020,4016,http://www.daft.ie/dublin/multi-units-for-rent/auburn-avenue-castleknock-dublin-183414/
781,"Hanbury Mews, Hanbury Lane, Dublin 8",,,20.07.2020,17220,http://www.daft.ie/dublin/multi-units-for-rent/hanbury-lane-dublin-8-dublin-174545/
782,"Elmfield Apartments, Ballyogan Road, Leopardstown, Dublin 18",,,16.07.2020,11439,http://www.daft.ie/dublin/multi-units-for-rent/ballyogan-road-leopardstown-dublin-178477/
785,"Apartment 2, 1 Mount Street Lower, Dublin 2, Dublin City Centre",1700.0,,20.07.2020,4147,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-2-1-mount-street-lower-dublin-2-dublin-2039426/
786,"Apartment 10, Glenmalure Court, Rialto, Dublin 8, South Dublin City",1700.0,,20.07.2020,1028,http://www.daft.ie/dublin/apartments-for-rent/rialto/apartment-10-glenmalure-court-rialto-dublin-2048577/
787,"Flat 3, 4 Frankfort Avenue, Rathgar, Dublin 6, South Dublin City",1700.0,,20.07.2020,218,http://www.daft.ie/dublin/apartments-for-rent/rathgar/frankfort-avenue-rathgar-dublin-2051797/
788,"109 Parnell Street, Dublin 1, Dublin City Centre",1700.0,"May 04, 2020",05.07.2020,1359,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/109-parnell-street-dublin-1-dublin-2026527/
789,"Apartment 6, The Bookend Apartments, Dublin 8, South Dublin City",1700.0,"Jul 16, 2020",20.07.2020,323,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-6-the-bookend-apartments-dublin-8-dublin-2051270/
790,"Morden &Amp; Bright &Amp; Spacious Apartment, Smithfield Gate, Dublin 7, North Dublin City",1700.0,"Jun 25, 2020",17.07.2020,687,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/apartment-46-smithfield-loft-dublin-7-dublin-2043939/
791,"Apartment 59 Block D Smithfield Village, Smithfield, Dublin 7, Dublin City Centre",1700.0,"Jul 12, 2020",18.07.2020,375,http://www.daft.ie/dublin/apartments-for-rent/smithfield/apartment-59-block-d-smithfield-village-smithfield-dublin-2049798/
792,"The Old Distillery, Dublin 7, North Dublin City",1700.0,,20.07.2020,524,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/the-old-distillery-dublin-7-dublin-2048859/
793,"9/86 Reuben Street, Rialto, Dublin 8, South Dublin City",1700.0,,20.07.2020,1734,http://www.daft.ie/dublin/apartments-for-rent/rialto/986-reuben-street-rialto-dublin-2027363/
794,"230 South Circular Rd, South Circular Road, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",18.07.2020,580,http://www.daft.ie/dublin/apartments-for-rent/south-circular-road/230-south-circular-rd-south-circular-road-dublin-2046141/
795,"Domville Grove, Killiney Hill Road, Killiney, South Co. Dublin",1700.0,"Jul 13, 2020",20.07.2020,728,http://www.daft.ie/dublin/apartments-for-rent/killiney/domville-grove-killiney-hill-road-killiney-dublin-2049855/
796,"College Gate, Townsend Street, Dublin 2, Dublin City Centre",1700.0,"Jun 16, 2020",18.06.2020,766,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-street-dublin-2-dublin-2040577/
797,"Apartment 83, Newmarket Square, Dublin 8, South Dublin City",1700.0,"Jul 09, 2020",09.07.2020,678,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-83-newmarket-square-dublin-8-dublin-2048948/
798,"Berry House, Custom House Square, Dublin 1, Dublin City Centre",1700.0,,20.07.2020,310,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/berry-house-custom-house-square-dublin-1-dublin-2048868/
799,"Apartment 8, Maple Court, 40/42 Terenure Road East, Rathgar, Dublin 6, South Dublin City",1700.0,,20.07.2020,530,http://www.daft.ie/dublin/apartments-for-rent/rathgar/apartment-8-maple-court-rathgar-dublin-2046341/
800,"South Circular Road, Portobello, Dublin 8, South Dublin City",1700.0,"Jul 15, 2020",20.07.2020,256,http://www.daft.ie/dublin/apartments-for-rent/portobello/south-circular-road-portobello-dublin-2050894/
801,"Victoria Village, Rathgar, Dublin 6, South Dublin City",1700.0,"Jul 20, 2020",20.07.2020,363,http://www.daft.ie/dublin/apartments-for-rent/rathgar/victoria-village-rathgar-dublin-2052156/
802,"Greeg Court Parnell St, Dublin 1, Dublin City Centre",1700.0,,20.07.2020,454,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/greeg-court-parnell-st-dublin-1-dublin-2029408/
803,"Bowbridge Place, Kilmainham, Dublin 8, South Dublin City",1700.0,,20.07.2020,8541,http://www.daft.ie/dublin/apartments-for-rent/kilmainham/bowbridge-place-kilmainham-dublin-2002903/
804,"Flat 1, 122 Church Street Upper, Dublin 7, North Dublin City",1700.0,,17.07.2020,924,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/flat-1-122-church-street-upper-dublin-7-dublin-2050259/
805,"Upper Mount Street, Dublin 2, Dublin City Centre",1700.0,,20.07.2020,1654,http://www.daft.ie/dublin/flats-for-rent/dublin-2/upper-mount-street-dublin-2-dublin-2046468/
806,"Apartment 57, The Lighthouse, Church Road, Dublin 3, North Dublin City",1700.0,,20.07.2020,218,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/apartment-57-the-lighthouse-church-road-dublin-3-dublin-2050928/
807,"Sussex Terrace, Ballsbridge, Dublin 4, South Dublin City",1700.0,"May 18, 2020",19.07.2020,1604,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/sussex-terrace-ballsbridge-dublin-2030871/
808,"Clipper View, Liffey Street West, Stoneybatter, Dublin 7, North Dublin City",1700.0,"Jul 15, 2020",19.07.2020,380,http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/clipper-view-liffey-street-west-stoneybatter-dublin-2050996/
809,"Apartment, Marlborough Court, Dublin 1, Dublin City Centre",1700.0,"Jul 10, 2020",20.07.2020,205,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/marlborough-court-dublin-1-dublin-2049194/
810,"Palace Gardens, Exchange Court, Temple Bar, Dublin 2, Dublin City Centre",1700.0,"Jul 17, 2020",20.07.2020,373,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/palace-gardens-exchange-court-temple-bar-dublin-2051596/
811,"Howth Road, Clontarf, Dublin 3, North Dublin City",1700.0,,17.07.2020,2922,http://www.daft.ie/dublin/apartments-for-rent/clontarf/howth-road-clontarf-dublin-2021845/
812,"Block B, Smithfield Market, Dublin 7, Smithfield, Dublin 1, Dublin City Centre",1700.0,"Jul 10, 2020",15.07.2020,370,http://www.daft.ie/dublin/apartments-for-rent/smithfield/apartment-49-block-b-smithfield-dublin-2049324/
813,"The Maltings, Bonham Street, Dublin 8, South Dublin City",1700.0,"Jul 20, 2020",20.07.2020,56,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/the-maltings-bonham-street-dublin-8-dublin-2052305/
814,"242 The Sweepstakes, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4, South Dublin City",1700.0,"Jun 10, 2020",15.07.2020,1614,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/242-the-sweepstakes-ballsbridge-dublin-4-ballsbridge-dublin-2038662/
815,"23 The Chesterfields, Riverpark, Conyngham Rd, Dublin 8, South Dublin City",1700.0,"Jul 15, 2020",15.07.2020,316,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/23-the-chesterfields-riverpark-conyngham-rd-dublin-8-dublin-2051085/
816,"Portobello Harbour, Portobello, Dublin 8, South Dublin City",1700.0,"Jul 20, 2020",20.07.2020,425,http://www.daft.ie/dublin/apartments-for-rent/portobello/portobello-harbour-portobello-dublin-2052427/
817,"3 Capel Street, Dublin 1, Dublin City Centre",1700.0,"Jun 11, 2020",20.07.2020,646,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/capel-street-dublin-1-dublin-2039038/
818,"Grosvenor Road, Rathmines, Dublin 6, South Dublin City",1700.0,,20.07.2020,247,http://www.daft.ie/dublin/apartments-for-rent/rathmines/grosvenor-road-rathmines-dublin-2050473/
819,"Belville, Ailesbury Road, Ballsbridge, Dublin 4, South Dublin City",1700.0,"May 26, 2020",13.07.2020,2361,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/belville-ailesbury-road-ballsbridge-dublin-2033541/
820,"17 St Annes, Ailesbury Road, Donnybrook, Dublin 4, South Dublin City",1700.0,"Apr 28, 2020",20.07.2020,4580,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/17-st-annes-ailesbury-road-donnybrook-dublin-2025287/
821,"Portobello Harbour, Portobello, Dublin 8, South Dublin City",1700.0,"Jul 14, 2020",14.07.2020,725,http://www.daft.ie/dublin/apartments-for-rent/portobello/portobello-harbour-portobello-dublin-2050596/
822,"85 Weavers, Bertram Court, Dublin 8, South Dublin City",1700.0,,20.07.2020,3041,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/85-weavers-bertram-court-dublin-8-dublin-2039048/
823,"The Plaza Crescent, Swords, North Co. Dublin",1700.0,"Jul 12, 2020",19.07.2020,587,http://www.daft.ie/dublin/apartments-for-rent/swords/the-plaza-crescent-swords-dublin-2049679/
824,"Lanesborough Square, Finglas, Dublin 11, North Dublin City",1700.0,"Jul 06, 2020",20.07.2020,1949,http://www.daft.ie/dublin/houses-for-rent/finglas/lanesborough-square-finglas-dublin-2047564/
825,"Apartment 90, Block A, The Waterside, Grand Canal Dock, Dublin 2, South Dublin City",1700.0,"Jul 16, 2020",20.07.2020,279,http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/apartment-90-block-a-the-waterside-grand-canal-dock-dublin-2051266/
826,"Spencer Dock, Dublin 1, Dublin City Centre",1700.0,"May 06, 2020",20.07.2020,3144,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/spencer-dock-dublin-1-dublin-2027148/
827,"17 Rialto Street, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",20.07.2020,1666,http://www.daft.ie/dublin/houses-for-rent/dublin-8/17-rialto-street-dublin-8-dublin-2046068/
828,"Claremount Court, Claremount Road, Ballsbridge, Dublin 4, South Dublin City",1700.0,"Jul 14, 2020",16.07.2020,363,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/claremount-court-claremount-road-ballsbridge-dublin-2050697/
829,"The Grove, Ballentree, Tyrrelstown, Dublin 15, North Co. Dublin",1700.0,"Jun 25, 2020",17.07.2020,1962,http://www.daft.ie/dublin/houses-for-rent/tyrrelstown/the-grove-ballentree-tyrrelstown-dublin-2044001/
830,"Block 2, Custom Hall, Dublin 1, Dublin City Centre",1700.0,,20.07.2020,295,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/block-2-custom-hall-dublin-1-dublin-2047763/
832,"68 South Circular Rd, South Circular Road, Dublin 8, South Dublin City",1700.0,"Jul 01, 2020",18.07.2020,949,http://www.daft.ie/dublin/flats-for-rent/south-circular-road/68-south-circular-rd-south-circular-road-dublin-2046143/
847,"Bracken Hill Apartments, Simonsridge, Blackglen Rd, Sandyford, Dublin 18, South Co. Dublin",1700.0,"Jul 19, 2020",20.07.2020,473,http://www.daft.ie/dublin/apartments-for-rent/sandyford/bracken-hill-apartments-ticknock-hill-simonsridg-sandyford-dublin-2052143/
848,"Applewood Main Street, Swords, North Co. Dublin",1700.0,"Jan 20, 2020",17.07.2020,1113,http://www.daft.ie/dublin/apartments-for-rent/swords/applewood-main-street-swords-dublin-1999356/
849,"Apartment 60, Castle Gate Apartments, Dublin 2, Dublin City Centre",1700.0,"Jun 29, 2020",20.07.2020,771,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-60-castle-gate-apartments-dublin-2-dublin-2045145/
850,"Parkgate Place, Parkgate Street, Dublin 8, South Dublin City",1700.0,"Jul 09, 2020",20.07.2020,195,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/parkgate-place-parkgate-street-dublin-8-dublin-2049027/
851,"Cranley House, Dundrum Road, Dundrum, Dublin 14, South Dublin City",1700.0,"Jun 08, 2020",20.07.2020,5979,http://www.daft.ie/dublin/apartments-for-rent/dundrum/cranley-house-dundrum-road-dundrum-dublin-2037418/
852,"Clanhugh Road, Donnycarney, Donnycarney, Dublin 3, North Dublin City",1700.0,,20.07.2020,3588,http://www.daft.ie/dublin/houses-for-rent/donnycarney/56-clanhugh-road-donnycarney-donnycarney-dublin-2041717/
853,"38 Rialto Court, Rialto, Dublin 8, South Dublin City",1700.0,,20.07.2020,437,http://www.daft.ie/dublin/apartments-for-rent/rialto/38-rialto-court-rialto-dublin-2049181/
854,"89 Wyckham Point, Wyckham Way, Dundrum, Dublin 14, South Dublin City",1700.0,"Jul 07, 2020",20.07.2020,1281,http://www.daft.ie/dublin/apartments-for-rent/dundrum/89-wyckham-point-wyckham-way-dundrum-dublin-2048210/
855,37,1700.0,"Jul 17, 2020",20.07.2020,421,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/37-38-dorset-street-lower-dublin-1-dublin-2051571/
856,"Rialto Court, Rialto, Dublin 8, South Dublin City",1700.0,,20.07.2020,2767,http://www.daft.ie/dublin/apartments-for-rent/rialto/rialto-court-rialto-dublin-2019636/
857,"Abbey Glen, Johnstown Road, Cabinteely, Dublin 18, South Co. Dublin",1707.0,,01.07.2020,957,http://www.daft.ie/dublin/apartments-for-rent/cabinteely/abbey-glen-johnstown-road-cabinteely-dublin-2041658/
859,"Linden Square, Blackrock, South Co. Dublin",1717.0,,20.07.2020,421,http://www.daft.ie/dublin/apartments-for-rent/blackrock/linden-square-blackrock-dublin-2050524/
860,"Victoria Street, Portobello, Dublin 8, South Dublin City",396.0,"Feb 28, 2020",20.07.2020,3147,http://www.daft.ie/dublin/apartments-for-rent/portobello/victoria-street-portobello-dublin-2009516/
861,"Aungier Street, Dublin 2, Dublin City Centre",396.0,"Jul 02, 2019",20.07.2020,9036,http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-2/aungier-street-dublin-2-dublin-1945558/
862,"16 Mary'S Abbey, Smithfield, Dublin 7, Dublin City Centre",1725.0,"Jun 09, 2020",18.07.2020,1780,http://www.daft.ie/dublin/flats-for-rent/smithfield/16-marys-abbey-smithfield-dublin-2038086/
863,"Watermint Court, Royal Canal Park, Ashtown, Dublin 15, North Dublin City",1725.0,"Jul 15, 2020",15.07.2020,211,http://www.daft.ie/dublin/apartments-for-rent/ashtown/apartment-56-watermint-court-royal-canal-park-ashtown-dublin-2051095/
864,"College Gate, Townsend St, Dublin 2, Dublin City Centre",1728.0,"Jul 03, 2020",18.07.2020,226,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/college-gate-townsend-st-dublin-2-dublin-2047009/
865,"O'Casey Hall, Castleknock, Dublin 15, West Co. Dublin",1730.0,"Jul 20, 2020",20.07.2020,123,http://www.daft.ie/dublin/apartments-for-rent/castleknock/apartment-13-ocasey-hall-castleknock-dublin-2052277/
866,"Thomas Street, Dublin 8, South Dublin City",1730.0,,07.07.2020,1379,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/thomas-street-dublin-8-dublin-2031840/
867,"Clonmore Court, Glasnevin, Dublin 11, North Dublin City",1732.0,,20.07.2020,1810,http://www.daft.ie/dublin/apartments-for-rent/glasnevin/clonmore-court-glasnevin-dublin-2040755/
